area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/skparagraph,modules/skparagraph/include/TextStyle.h,TextStyle,setBackgroundPaintID,148,no,missing,SkParagraph_TextStyle_addFontFeature|SkParagraph_TextStyle_addShadow|SkParagraph_TextStyle_clearBackgroundColor|SkParagraph_TextStyle_clearFontArguments|SkParagraph_TextStyle_clearForegroundColor|SkParagraph_TextStyle_cloneForPlaceholder|SkParagraph_TextStyle_copy|SkParagraph_TextStyle_delete,real_gap,P1,Phase 9 optional,tracked,void setBackgroundPaintID(ParagraphPainter::PaintID paintID) { fHasBackground = true; fBackground = paintID; },Phase 4: primary paragraph C API surface; requires string/vector/paint ownership rules
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,Block,337,no,missing,,real_gap,P2,Phase 9 optional,tracked,Block() = default;,Phase 4: paragraph value struct/helper API needed for layout results and builder inputs
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,Block,337,no,missing,,real_gap,P2,Phase 9 optional,tracked,"Block(size_t start, size_t end, const TextStyle& style) : fRange(start, end), fStyle(style) {}",Phase 4: paragraph value struct/helper API needed for layout results and builder inputs
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,Block,337,no,missing,,real_gap,P2,Phase 9 optional,tracked,"Block(TextRange textRange, const TextStyle& style) : fRange(textRange), fStyle(style) {}",Phase 4: paragraph value struct/helper API needed for layout results and builder inputs
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,add,337,no,missing,,na,P3,Phase 9 optional,tracked,"void add(TextRange tail) { SkASSERT(fRange.end == tail.start); fRange = TextRange(fRange.start, fRange.start + fRange.width() + tail.width()); }",Phase 4 later/internal or extension surface; not needed for the first paragraph C API path
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Placeholder,Placeholder,357,no,missing,SkParagraph_ParagraphBuilder_addPlaceholder|SkParagraph_Paragraph_getRectsForPlaceholders|SkParagraph_PlaceholderStyle_Make|SkParagraph_PlaceholderStyle_equals|SkParagraph_TextStyle_cloneForPlaceholder|SkParagraph_TextStyle_isPlaceholder|SkParagraph_TextStyle_setPlaceholder|SkPicture_MakePlaceholder,real_gap,P2,Phase 9 optional,tracked,Placeholder() = default;,Phase 4: paragraph value struct/helper API needed for layout results and builder inputs
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Placeholder,Placeholder,357,no,missing,SkParagraph_ParagraphBuilder_addPlaceholder|SkParagraph_Paragraph_getRectsForPlaceholders|SkParagraph_PlaceholderStyle_Make|SkParagraph_PlaceholderStyle_equals|SkParagraph_TextStyle_cloneForPlaceholder|SkParagraph_TextStyle_isPlaceholder|SkParagraph_TextStyle_setPlaceholder|SkPicture_MakePlaceholder,real_gap,P2,Phase 9 optional,tracked,"Placeholder(size_t start, size_t end, const PlaceholderStyle& style, const TextStyle& textStyle, BlockRange blocksBefore, TextRange textBefore) : fRange(start, end) , fStyle(style) , fTextStyle(textStyle) , fBlocksBefore(blocksBefore) , fTe",Phase 4: paragraph value struct/helper API needed for layout results and builder inputs
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,TypefaceFontStyleSet,17,no,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,Phase 10,coverage_polish,explicit TypefaceFontStyleSet(const SkString& familyName);,Instances are obtained from TypefaceFontProvider_onMatchFamily; standalone constructor is not exposed as an independent C ABI owner.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,count,17,no,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,Phase 10,coverage_polish,int count() override;,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,getStyle,17,no,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,Phase 10,coverage_polish,"void getStyle(int index, SkFontStyle*, SkString* name) override;",Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,createTypeface,17,no,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,Phase 10,coverage_polish,sk_sp<SkTypeface> createTypeface(int index) override;,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,matchStyle,17,no,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,Phase 10,coverage_polish,sk_sp<SkTypeface> matchStyle(const SkFontStyle& pattern) override;,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,getHeight,20,no,missing,,real_gap,P3,Phase 9 optional,editor_later,int getHeight() const { return fHeight; },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,setWidth,20,no,missing,,real_gap,P3,Phase 9 optional,editor_later,void setWidth(int w);,Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,font,20,no,missing,,real_gap,P3,Phase 9 optional,editor_later,const SkFont& font() const { return fFont; },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,setFont,20,no,missing,,real_gap,P3,Phase 9 optional,editor_later,void setFont(SkFont font);,Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,text,43,no,missing,,real_gap,P3,Phase 9 optional,editor_later,Text text() const { return Text{fLines}; },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,lineHeight,43,no,missing,,real_gap,P3,Phase 9 optional,editor_later,int lineHeight(size_t index) const { return fLines[index].fHeight; },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,move,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"TextPosition move(Editor::Movement move, Editor::TextPosition pos) const;",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,getPosition,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,TextPosition getPosition(SkIPoint);,Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,getLocation,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,SkRect getLocation(TextPosition);,Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,insert,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"TextPosition insert(TextPosition, const char* utf8Text, size_t byteLen);",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,remove,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"TextPosition remove(TextPosition, TextPosition);",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,copy,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"size_t copy(TextPosition pos1, TextPosition pos2, char* dst = nullptr) const;",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,lineCount,68,no,missing,,real_gap,P3,Phase 9 optional,editor_later,size_t lineCount() const { return fLines.size(); },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,StringSlice() = default;,Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"StringSlice(const char* s, std::size_t l) { this->insert(0, s, l); }",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,StringSlice(StringSlice&&);,Special member row for editor value type; named C API should be chosen if the editor module is promoted.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"StringSlice(const StringSlice& that) : StringSlice(that.begin(), that.size()) {}",Special member row for editor value type; named C API should be chosen if the editor module is promoted.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,~StringSlice,10,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~StringSlice() = default;,Special member row for editor value type; named C API should be chosen if the editor module is promoted.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,begin,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,const char* begin() const { return fPtr.get(); },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,end,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,const char* end() const { return fPtr ? fPtr.get() + fLength : nullptr; },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,size,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,std::size_t size() const { return fLength; },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,view,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"SkPlainTextEditor::StringView view() const { return {fPtr.get(), fLength}; }",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,insert,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"void insert(std::size_t offset, const char* text, std::size_t length);",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,remove,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,"void remove(std::size_t offset, std::size_t length);",Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,reserve,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,void reserve(std::size_t size) { if (size > fCapacity) { this->realloc(size); } },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,shrink,10,no,missing,,real_gap,P3,Phase 9 optional,editor_later,void shrink() { this->realloc(fLength); },Plain text editor public API; defer until paragraph/editor integration and feature guard are planned.
modules/skresources,modules/skresources/include/SkResources.h,ExternalTrackAsset,seek,87,no,missing,,na,P3,Phase 9 optional,tracked,virtual void seek(float t) = 0;,Phase 5 later: resource callback/subclass detail; defer until provider ownership is designed
modules/skresources,modules/skresources/include/SkResources.h,ResourceProvider,loadAudioAsset,94,no,missing,ResourceProvider_load|ResourceProvider_loadFont|ResourceProvider_loadImageAsset|ResourceProvider_loadTypeface|ResourceProvider_ref|ResourceProvider_release|ResourceProvider_unref,real_gap,P2,Phase 9 optional,tracked,"virtual sk_sp<ExternalTrackAsset> loadAudioAsset(const char[] , const char[] , const char[] ) { return nullptr; }",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/sksg,modules/sksg/include/SkSGClipEffect.h,ClipEffect,Make,11,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<ClipEffect> Make(sk_sp<RenderNode> child, sk_sp<GeometryNode> clip, bool aa = false, bool force_clip = false) { return (child && clip) ? sk_sp<ClipEffect>(new ClipEffect(std::move(child), std::move(clip), aa, force_clip)) : nul",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGClipEffect.h,ClipEffect,~ClipEffect,11,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ClipEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ExternalColorFilter,Make,33,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<ExternalColorFilter> Make(sk_sp<RenderNode> child);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ExternalColorFilter,~ExternalColorFilter,33,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ExternalColorFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ModeColorFilter,~ModeColorFilter,53,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ModeColorFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ModeColorFilter,Make,53,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<ModeColorFilter> Make(sk_sp<RenderNode> child, sk_sp<Color> color, SkBlendMode mode);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,~GradientColorFilter,74,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~GradientColorFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,Make,74,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<GradientColorFilter> Make(sk_sp<RenderNode> child, sk_sp<Color> c0, sk_sp<Color> c1);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,Make,74,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<GradientColorFilter> Make(sk_sp<RenderNode> child, std::vector<sk_sp<Color>>);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGDraw.h,Draw,Make,11,yes,missing,SkBitmap_readyToDraw|SkCanvas_drawDrawable|SkCanvas_drawDrawableAt|SkCanvas_experimental_DrawEdgeAAImageSet|SkCanvas_experimental_DrawEdgeAAQuad|SkCanvas_experimental_DrawEdgeAAQuadU32Color|SkCustomTypefaceBuilder_setGlyphDrawable|SkDrawable_Deserialize,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<Draw> Make(sk_sp<GeometryNode> geo, sk_sp<PaintNode> paint) { return (geo && paint) ? sk_sp<Draw>(new Draw(std::move(geo), std::move(paint))) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,TrimEffect,Make,35,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<TrimEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<TrimEffect>(new TrimEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,TrimEffect,onRevalidateEffect,35,no,missing,,na,P3,Phase 9 optional,tracked,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,Make,58,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<GeometryTransform> Make(sk_sp<GeometryNode> child, sk_sp<Transform> transform) { return child && transform ? sk_sp<GeometryTransform>(new GeometryTransform(std::move(child), std::move(transform))) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,~GeometryTransform,58,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~GeometryTransform() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,getTransform,58,no,missing,,real_gap,P3,Phase 9 optional,tracked,const sk_sp<Transform>& getTransform() const { return fTransform; },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,DashEffect,Make,82,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<DashEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<DashEffect>(new DashEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,DashEffect,onRevalidateEffect,82,no,missing,,na,P3,Phase 9 optional,tracked,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,RoundEffect,Make,103,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<RoundEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<RoundEffect>(new RoundEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,RoundEffect,onRevalidateEffect,103,no,missing,,na,P3,Phase 9 optional,tracked,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,OffsetEffect,Make,122,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<OffsetEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<OffsetEffect>(new OffsetEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,OffsetEffect,onRevalidateEffect,122,no,missing,,na,P3,Phase 9 optional,tracked,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,clip,13,no,missing,,real_gap,P3,Phase 9 optional,tracked,"void clip(SkCanvas*, bool antiAlias) const;",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,draw,13,no,missing,,real_gap,P3,Phase 9 optional,tracked,"void draw(SkCanvas*, const SkPaint&) const;",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,contains,13,no,missing,,real_gap,P3,Phase 9 optional,tracked,bool contains(const SkPoint&) const;,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,asPath,13,no,missing,,real_gap,P3,Phase 9 optional,tracked,SkPath asPath() const;,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGradient.h,Gradient,onMakeShader,23,no,missing,SkGradientShader_MakeLinear|SkGradientShader_MakeLinear4fWithFlags|SkGradientShader_MakeLinear4fWithInterpolation|SkGradientShader_MakeRadial|SkGradientShader_MakeRadial4fWithFlags|SkGradientShader_MakeRadial4fWithInterpolation|SkGradientShader_MakeSweep|SkGradientShader_MakeSweep4fWithFlags,na,P3,Phase 9 optional,tracked,"virtual sk_sp<SkShader> onMakeShader(const std::vector<SkColor4f>& colors, const std::vector<SkScalar >& positions) const = 0;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGradient.h,LinearGradient,Make,44,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<LinearGradient> Make() { return sk_sp<LinearGradient>(new LinearGradient()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGradient.h,RadialGradient,Make,66,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<RadialGradient> Make() { return sk_sp<RadialGradient>(new RadialGradient()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,Make,10,yes,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Group> Make() { return sk_sp<Group>(new Group(std::vector<sk_sp<RenderNode>>())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,Make,10,yes,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Group> Make(std::vector<sk_sp<RenderNode>> children) { return sk_sp<Group>(new Group(std::move(children))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,addChild,10,no,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,void addChild(sk_sp<RenderNode>);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,removeChild,10,no,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,void removeChild(const sk_sp<RenderNode>&);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,size,10,no,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,size_t size() const { return fChildren.size(); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,empty,10,no,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,bool empty() const { return fChildren.empty(); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,clear,10,no,missing,SkEventTracer_getCategoryGroupEnabled|SkEventTracer_getCategoryGroupName,real_gap,P3,Phase 9 optional,tracked,void clear();,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGImage.h,Image,Make,12,yes,missing,FileResourceProvider_loadImageAsset|GrRecordingContext_colorTypeSupportedAsImage|ImageAsset_getFrame|ImageAsset_getFrameData|ImageAsset_isMultiFrame|ImageAsset_ref|ImageAsset_release|ImageAsset_unref,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Image> Make(sk_sp<SkImage> image) { return sk_sp<Image>(new Image(std::move(image))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onRender,12,no,missing,FileResourceProvider_loadImageAsset|GrRecordingContext_colorTypeSupportedAsImage|ImageAsset_getFrame|ImageAsset_getFrameData|ImageAsset_isMultiFrame|ImageAsset_ref|ImageAsset_release|ImageAsset_unref,na,P3,Phase 9 optional,tracked,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onNodeAt,12,no,missing,FileResourceProvider_loadImageAsset|GrRecordingContext_colorTypeSupportedAsImage|ImageAsset_getFrame|ImageAsset_getFrameData|ImageAsset_isMultiFrame|ImageAsset_ref|ImageAsset_release|ImageAsset_unref,na,P3,Phase 9 optional,tracked,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onRevalidate,12,no,missing,FileResourceProvider_loadImageAsset|GrRecordingContext_colorTypeSupportedAsImage|ImageAsset_getFrame|ImageAsset_getFrameData|ImageAsset_isMultiFrame|ImageAsset_ref|ImageAsset_release|ImageAsset_unref,na,P3,Phase 9 optional,tracked,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,InvalidationController,13,no,missing,,na,P3,Phase 9 optional,tracked,InvalidationController();,Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,inval,13,no,missing,,na,P3,Phase 9 optional,tracked,"void inval(const SkRect&, const SkMatrix& ctm = SkMatrix::I());",Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,bounds,13,no,missing,,na,P3,Phase 9 optional,tracked,const SkRect& bounds() const { return fBounds; },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,begin,13,no,missing,,na,P3,Phase 9 optional,tracked,auto begin() const { return fRects.cbegin(); },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,end,13,no,missing,,na,P3,Phase 9 optional,tracked,auto end() const { return fRects.cend(); },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,reset,13,no,missing,,na,P3,Phase 9 optional,tracked,void reset();,Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,Make,16,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<MaskEffect> Make(sk_sp<RenderNode> child, sk_sp<RenderNode> mask, Mode mode = Mode::kAlphaNormal) { return (child && mask) ? sk_sp<MaskEffect>(new MaskEffect(std::move(child), std::move(mask), mode)) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,~MaskEffect,16,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~MaskEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,Make,31,yes,missing,SkImageFilters_Merge|SkImageFilters_MergeTwo,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Merge> Make(std::vector<Rec>&& recs) { return sk_sp<Merge>(new Merge(std::move(recs))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,~Merge,31,no,false_positive,SkImageFilters_Merge|SkImageFilters_MergeTwo,false_positive,P0,Phase 10,coverage_polish,~Merge() override;,destructor/lifetime should be represented by wrapper release/delete API
